,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
241,1092,79400,160,RM,21.0,1484,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,546.0,294.0,546.0,GasA,TA,Y,SBrkr,546,546,0,0,0,1,1,3,1,TA,5,Typ,0,0,Attchd,1972,Unf,1,253.0,TA,Fa,Y,0,0,0,0,0,0,No,No,No,0,5,2006,WD ,Normal
242,2320,259500,70,RL,61.0,7259,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1028.0,LwQ,1028.0,104.0,1028.0,GasA,Ex,Y,SBrkr,1436,884,0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,Unf,1,180.0,TA,TA,Y,224,0,0,0,0,0,No,MnPrv,No,0,7,2007,WD ,Normal
243,2464,417500,20,RL,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,2418.0,BLQ,2418.0,195.0,2418.0,GasA,Ex,Y,SBrkr,2464,0,0,1,0,2,1,4,1,Ex,9,Typ,1,Ex,Attchd,2007,Fin,3,650.0,TA,TA,Y,358,78,0,0,0,0,No,No,No,0,8,2008,WD ,Normal
244,1268,132000,20,RL,78.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,1268.0,Unf,1268.0,728.0,1268.0,GasA,Gd,Y,SBrkr,1268,0,0,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954,Fin,1,244.0,TA,TA,Y,0,98,0,0,0,0,No,No,No,0,3,2010,WD ,Normal
245,2956,342000,60,RL,99.0,13069,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,1706.0,Unf,1706.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,0,0,2,1,5,1,Ex,11,Typ,1,Ex,BuiltIn,2004,RFn,3,916.0,TA,TA,Y,194,50,0,0,0,0,No,No,No,0,8,2007,WD ,Normal
246,1240,194000,20,RL,74.0,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,1240.0,Unf,1240.0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240,0,0,0,0,2,0,2,1,Gd,5,Typ,0,0,Attchd,2006,RFn,3,826.0,TA,TA,Y,140,93,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
247,1625,235000,120,RM,44.0,4750,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573.0,Unf,1573.0,0.0,1573.0,GasA,Ex,Y,SBrkr,1625,0,0,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006,Fin,2,538.0,TA,TA,Y,123,0,0,0,153,0,No,No,No,0,12,2007,WD ,Family
248,1117,136870,20,RL,69.0,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1117.0,Unf,1117.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,0,0,1,0,3,1,TA,6,Typ,0,0,Attchd,1963,Unf,1,264.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2008,COD,Normal
249,1113,147000,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1113.0,Unf,1113.0,506.0,1113.0,GasA,Gd,Y,SBrkr,1113,0,0,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950,Unf,1,264.0,TA,TA,Y,0,80,120,0,0,0,No,No,No,0,7,2009,WD ,Normal
250,2144,277000,50,RL,,159000,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,1444.0,Unf,1444.0,747.0,1444.0,GasA,Gd,Y,SBrkr,1444,700,0,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958,Fin,2,389.0,TA,TA,Y,0,98,0,0,0,0,No,No,Shed,500,6,2007,WD ,Normal
251,1598,201490,60,RL,59.0,9171,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,848.0,Unf,848.0,848.0,848.0,GasA,Ex,Y,SBrkr,848,750,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,433.0,TA,TA,Y,100,48,0,0,0,0,No,No,No,0,7,2006,WD ,Normal
252,1112,85000,160,RM,36.0,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,536.0,BLQ,536.0,175.0,536.0,GasA,TA,Y,SBrkr,536,576,0,0,0,1,1,3,1,TA,4,Typ,0,0,Attchd,1976,Unf,1,336.0,TA,TA,Y,182,0,0,0,0,0,No,No,No,0,4,2010,WD ,Normal
253,833,149900,20,RL,76.0,12887,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,833.0,GLQ,833.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,1,0,1,0,2,1,Gd,5,Typ,0,0,Attchd,1984,Unf,2,495.0,TA,TA,Y,431,0,0,0,0,0,No,MnPrv,No,0,4,2010,WD ,Normal
254,1564,174500,70,RL,75.0,12000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,704.0,Unf,704.0,429.0,704.0,GasA,Ex,Y,SBrkr,860,704,0,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941,Unf,1,234.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
255,2291,133900,190,C (all),60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1214.0,Unf,1214.0,168.0,1214.0,GasW,Ex,N,SBrkr,1260,1031,0,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1910.0,Unf,2,506.0,TA,TA,Y,0,0,0,0,99,0,No,No,No,0,11,2007,WD ,Normal
256,1626,173000,160,RL,36.0,2268,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,764.0,Unf,764.0,197.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,0,0,2,0,2,1,Gd,6,Typ,0,0,BuiltIn,2003,RFn,2,474.0,TA,TA,Y,0,27,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
257,1733,225000,60,RL,,12394,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,847.0,Unf,847.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,433.0,TA,TA,Y,100,48,0,0,0,0,No,No,No,0,10,2007,WD ,Family
258,894,109500,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,894.0,Unf,894.0,894.0,894.0,GasA,Gd,N,SBrkr,894,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1962,Unf,1,308.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
259,1384,159000,20,RL,70.0,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1015.0,Unf,1015.0,521.0,1015.0,GasA,Gd,Y,SBrkr,1384,0,0,1,0,1,0,2,1,TA,6,Min1,0,0,Attchd,2001,Unf,2,896.0,TA,TA,Y,75,0,0,323,0,0,No,No,Shed,400,6,2006,WD ,Normal
260,1501,179400,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,744.0,Unf,744.0,195.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,0,0,2,1,3,1,TA,6,Typ,0,0,Detchd,1999,Unf,2,440.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,8,2008,WD ,Normal
261,2267,219000,70,RL,107.0,12888,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,1005.0,Unf,1005.0,717.0,1005.0,GasA,TA,Y,SBrkr,1262,1005,0,1,0,1,1,3,1,TA,7,Typ,2,Gd,Attchd,1937,Fin,2,498.0,TA,TA,Y,521,0,0,0,0,0,No,No,No,0,4,2007,WD ,Normal
262,1626,175500,160,RL,36.0,2628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,764.0,Unf,764.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,0,0,2,1,2,1,Gd,6,Typ,0,0,BuiltIn,2003,RFn,2,474.0,TA,TA,Y,0,27,0,0,0,0,No,No,No,0,6,2010,WD ,Normal
263,1584,261329,20,FV,84.0,10440,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,1574.0,Unf,1574.0,1574.0,1574.0,GasA,Ex,Y,SBrkr,1584,0,0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007,Fin,2,594.0,TA,TA,Y,0,256,0,0,0,0,No,No,No,0,5,2007,New,Partial
264,1950,383000,20,RL,104.0,14418,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1950.0,Unf,1950.0,575.0,1950.0,GasA,Ex,Y,SBrkr,1950,0,0,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,706.0,TA,TA,Y,156,207,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
265,1515,179000,60,RL,80.0,9024,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,789.0,Unf,789.0,789.0,789.0,GasA,Ex,Y,SBrkr,813,702,0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,393.0,TA,TA,Y,0,75,0,0,0,0,No,No,No,0,7,2008,WD ,Normal
266,1560,103500,20,RL,70.0,11767,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,1150.0,Unf,1150.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,0,0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1956,Unf,1,313.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD ,Normal
267,1320,164500,80,RL,96.0,11777,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,1164.0,ALQ,1164.0,285.0,1164.0,GasA,Ex,Y,SBrkr,1320,0,0,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966,RFn,2,564.0,TA,TA,Y,160,68,240,0,0,0,No,No,No,0,5,2006,WD ,Abnorml
268,1086,55000,70,RM,60.0,11340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,723.0,Unf,723.0,723.0,723.0,GasA,TA,N,SBrkr,723,363,0,0,0,1,0,2,1,TA,5,Maj1,0,0,Detchd,1920,Unf,2,400.0,Fa,Po,N,0,24,144,0,0,0,No,No,No,0,11,2008,ConLD,Normal
269,1374,170000,80,RL,59.0,9434,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,384.0,Unf,384.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2004,Fin,2,400.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
270,1554,209500,120,RL,34.0,4590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,1554.0,Unf,1554.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,627.0,TA,TA,Y,156,73,0,0,0,0,No,No,No,0,8,2007,WD ,Normal
271,816,124500,20,RL,76.0,8314,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,816.0,Unf,816.0,270.0,816.0,GasA,TA,Y,SBrkr,816,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Attchd,1982,Unf,1,264.0,TA,TA,Y,168,0,0,0,0,0,No,No,No,0,6,2007,WD ,Normal
272,1108,139400,45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,637.0,Unf,637.0,637.0,637.0,GasA,Ex,Y,FuseF,1108,0,0,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930,Unf,1,280.0,TA,TA,N,0,0,205,0,0,0,No,GdPrv,No,0,6,2007,WD ,Normal
273,1368,202665,120,RL,40.0,6792,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,1368.0,Unf,1368.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,474.0,TA,TA,Y,132,35,0,0,0,0,No,No,No,0,3,2006,New,Partial
274,992,155891,20,RL,68.0,8842,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,381.0,Unf,381.0,381.0,381.0,GasA,Ex,Y,SBrkr,992,0,0,0,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1954,Unf,1,319.0,TA,TA,Y,60,0,56,0,0,0,No,MnPrv,No,0,1,2010,Oth,Abnorml
275,1252,160000,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,600.0,Unf,600.0,90.0,600.0,GasA,Ex,Y,SBrkr,624,628,0,1,0,2,1,2,1,Gd,4,Typ,0,0,Detchd,1999,Unf,2,462.0,TA,TA,Y,0,48,0,0,0,0,No,No,No,0,3,2008,WD ,Normal
276,2944,150000,60,RL,,24572,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,994.0,Unf,994.0,584.0,994.0,GasA,TA,Y,SBrkr,1599,1345,0,0,0,2,2,3,1,Gd,9,Typ,1,Gd,Attchd,1977,RFn,3,864.0,TA,TA,Y,140,70,16,0,0,0,No,No,No,0,6,2008,WD ,Family
277,1830,221300,60,RL,75.0,8778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1302.0,Unf,1302.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302,528,0,0,0,2,1,3,1,Gd,7,Typ,0,0,BuiltIn,2006,RFn,3,859.0,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,3,2007,WD ,Normal
278,2576,361919,60,RL,82.0,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,1234.0,Unf,1234.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1264,1312,0,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006,Fin,3,666.0,TA,TA,Y,324,100,0,0,0,0,No,No,No,0,7,2006,New,Partial
279,1040,134900,20,RL,45.0,8982,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1040.0,Unf,1040.0,501.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,0,0,1,1,3,1,TA,5,Typ,0,0,Detchd,1977,Unf,2,748.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,1,2007,WD ,Normal
280,698,118000,20,RL,50.0,9405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,698.0,Unf,698.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,0,0,0,1,1,0,2,1,TA,4,Typ,0,0,No,0,0,0,0.0,0,No,Y,0,200,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
281,1611,195800,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,784.0,Unf,784.0,784.0,784.0,GasA,Ex,Y,SBrkr,784,827,0,0,0,2,1,3,1,Gd,6,Typ,0,0,Attchd,2005,RFn,2,572.0,TA,TA,Y,144,36,0,0,0,0,No,No,No,0,3,2006,WD ,Normal
282,1666,135000,50,RM,60.0,5160,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,1204.0,Unf,1204.0,1204.0,1204.0,GasA,TA,Y,FuseA,1204,462,0,0,0,1,0,3,1,TA,4,Typ,0,0,Detchd,1927,Unf,1,384.0,Fa,TA,Y,0,0,148,0,0,0,No,No,No,0,8,2009,WD ,Normal
283,1242,152000,20,RL,70.0,7903,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1242.0,Unf,1242.0,503.0,1242.0,GasA,Gd,Y,FuseA,1242,0,0,1,0,1,1,3,1,TA,6,Typ,0,0,Attchd,1960,RFn,1,324.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2007,WD ,Family
284,768,133900,85,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,768.0,Unf,768.0,108.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,0,1,1,0,2,1,TA,5,Typ,0,0,Detchd,1974,Fin,1,396.0,TA,TA,Y,192,0,0,0,0,0,No,MnPrv,No,0,4,2009,WD ,Normal
285,1097,152000,20,RL,81.0,9672,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1040.0,Unf,1040.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,0,0,2,0,3,1,TA,6,Typ,0,0,Attchd,1986,Unf,2,480.0,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,5,2010,WD ,Normal
286,1056,107000,20,RH,,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,1056.0,0.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1966,Unf,1,384.0,TA,TA,Y,0,42,0,0,0,0,No,MnPrv,No,0,11,2006,WD ,Normal
287,864,120000,20,RL,60.0,7332,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,864.0,450.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,1,0,1,0,2,1,Gd,4,Typ,0,0,Attchd,1959,Unf,1,288.0,TA,TA,Y,168,0,0,0,0,0,No,No,No,0,10,2006,WD ,Abnorml
288,2046,372500,20,RL,80.0,11844,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,2046.0,Unf,2046.0,2046.0,2046.0,GasA,Ex,Y,SBrkr,2046,0,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,Fin,3,834.0,TA,TA,Y,322,82,0,0,0,0,No,No,No,0,7,2009,New,Partial
289,1874,220000,60,FV,,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1058.0,Unf,1058.0,1058.0,1058.0,GasA,Ex,Y,SBrkr,1058,816,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,588.0,TA,TA,Y,0,134,0,0,0,0,No,No,No,0,3,2009,WD ,Normal
290,2039,167000,30,RL,118.0,21299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,929.0,Unf,929.0,929.0,929.0,GasA,Ex,Y,SBrkr,2039,0,0,1,0,1,1,3,1,TA,7,Min1,3,Gd,2Types,1941,Unf,3,791.0,TA,TA,Y,0,0,90,0,0,0,No,No,No,0,12,2006,COD,Abnorml
