GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,BsmtNumBath,TotalNumBath
1296,127500,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,276.0,1,569.0,845.0,GasA,3,Y,5,866,430,3,1,3,6,8,0,0,Detchd,1980.0,1,2.0,576.0,3,3,3,0,0,0,7,2007,WD ,0.0,1.0
1326,203000,20,RL,88.0,12216,Pave,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,918.0,1,408.0,1326.0,GasA,5,Y,5,1326,0,3,1,4,6,8,0,0,Attchd,2005.0,3,2.0,388.0,3,3,3,120,23,0,6,2007,WD ,1.0,2.0
936,121000,20,RL,82.0,9888,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,486.0,1,450.0,936.0,GasA,3,Y,4,936,0,2,1,3,5,8,0,0,Attchd,1954.0,1,1.0,240.0,3,3,3,0,0,3,3,2006,WD ,0.0,1.0
1775,213000,60,RL,75.0,9317,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513.0,1,227.0,740.0,GasA,5,Y,5,1006,769,3,1,4,7,8,1,3,Attchd,1993.0,1,2.0,425.0,3,3,3,234,72,0,7,2009,WD ,1.0,2.5
2480,205000,90,RL,67.0,8145,Pave,3,HLS,4,Corner,3,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,246.0,1,674.0,920.0,GasA,5,Y,5,1240,1240,5,2,3,13,8,2,4,Detchd,1940.0,1,2.0,400.0,3,3,3,0,0,0,7,2009,WD ,0.0,2.5
1228,189000,120,RL,40.0,4671,Pave,3,HLS,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,767.0,1,461.0,1228.0,GasA,4,Y,5,1228,0,2,1,4,5,8,1,4,Attchd,1988.0,3,2.0,472.0,3,3,3,168,120,0,10,2008,WD ,1.0,2.0
1934,185000,60,RL,85.0,11900,Pave,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,1,5,400.0,1,722.0,1122.0,GasA,5,Y,5,946,988,3,1,3,6,8,1,3,Attchd,1977.0,1,2.0,567.0,3,3,2,0,176,0,7,2009,WD ,1.0,2.5
1196,128000,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,264.0,1,308.0,572.0,GasA,5,Y,4,848,348,3,1,3,6,8,2,4,Detchd,1973.0,1,2.0,576.0,3,3,3,0,0,0,3,2010,WD ,0.5,1.5
960,90000,20,RL,64.0,6410,Pave,4,HLS,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,960.0,960.0,GasA,5,Y,5,960,0,3,1,3,5,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,0,3,5,2010,WD ,0.0,1.0
1334,167900,20,RL,80.0,9650,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686.0,1,664.0,1350.0,GasA,3,Y,5,1334,0,2,1,3,6,8,1,3,Attchd,1977.0,2,2.0,630.0,3,3,3,0,16,0,4,2009,WD ,0.5,2.0
848,143000,120,RM,57.0,4426,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662.0,1,186.0,848.0,GasA,5,Y,5,848,0,1,1,4,3,8,0,0,Attchd,2004.0,2,2.0,420.0,3,3,3,160,0,0,5,2010,WD ,1.0,1.0
1992,250000,60,FV,75.0,9375,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,1,1,0.0,1,1053.0,1053.0,GasA,5,Y,5,1053,939,3,1,4,9,8,1,4,Attchd,2003.0,2,2.0,648.0,3,3,3,140,45,0,8,2008,WD ,0.0,2.5
1245,178000,120,FV,37.0,3435,Pave,3,Lvl,4,Corner,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,1211.0,1235.0,GasA,5,Y,5,1245,0,1,1,4,5,8,0,0,Attchd,2004.0,2,2.0,495.0,3,3,3,0,100,0,6,2008,WD ,0.0,2.0
2385,350000,60,RL,110.0,14277,Pave,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,2,6,938.0,1,379.0,1317.0,GasA,5,Y,5,1217,1168,3,1,4,7,8,1,4,Attchd,2003.0,3,3.0,818.0,3,3,3,192,228,0,1,2007,WD ,1.0,2.5
1285,143500,20,RL,71.0,8197,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,1,0.0,1,660.0,660.0,GasA,5,Y,5,1285,0,3,1,3,7,8,1,3,Attchd,1977.0,2,2.0,528.0,3,3,3,138,0,3,4,2007,WD ,0.0,1.5
1442,180500,20,RL,99.0,11851,Pave,4,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,1424.0,1424.0,GasA,5,Y,5,1442,0,3,1,3,5,8,0,0,Attchd,1990.0,2,2.0,500.0,3,3,3,0,34,0,5,2009,WD ,0.0,2.0
1068,154500,20,RL,70.0,8414,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,663.0,1,396.0,1059.0,GasA,3,Y,5,1068,0,3,1,3,6,8,0,0,Attchd,1963.0,2,1.0,264.0,3,3,3,192,0,3,2,2006,WD ,0.5,1.0
1409,245000,20,RL,44.0,12864,Pave,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1392.0,1,17.0,1409.0,GasA,5,Y,5,1409,0,1,1,4,4,8,1,4,Attchd,2002.0,2,2.0,576.0,3,3,3,0,144,0,7,2007,WD ,1.0,1.5
1313,153000,20,RL,85.0,9350,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,3,3,CBlock,3,3,1,5,310.0,4,491.0,1313.0,GasA,3,Y,5,1313,0,3,1,4,6,8,1,3,Attchd,1961.0,2,2.0,610.0,3,3,3,172,28,3,2,2009,WD ,1.0,1.5
1852,230000,60,RL,73.0,9066,Pave,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,668.0,1,336.0,1004.0,GasA,5,Y,5,1004,848,3,1,4,7,8,2,3,Attchd,1999.0,3,3.0,660.0,3,3,3,224,106,4,12,2008,WD ,0.0,2.5
1416,112000,30,RL,71.0,25339,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,816.0,816.0,GasA,5,Y,5,1416,0,3,1,4,7,8,0,0,Attchd,2007.0,1,2.0,576.0,3,3,1,0,0,0,8,2007,WD ,0.0,2.0
1314,207500,120,RL,34.0,5063,Pave,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904.0,1,410.0,1314.0,GasA,5,Y,5,1314,0,2,1,4,6,8,1,4,Attchd,2008.0,2,2.0,626.0,3,3,3,172,62,0,4,2009,ConLw,1.0,2.0
1455,195000,120,RL,57.0,3940,Pave,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,3,4,6,1073.0,1,342.0,1415.0,GasA,5,Y,5,1455,0,2,1,4,6,8,1,3,Attchd,2003.0,3,3.0,644.0,3,3,3,156,20,0,8,2008,WD ,1.0,2.0
864,120500,20,RL,60.0,9000,Pave,4,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,1,5,616.0,1,248.0,864.0,GasA,3,Y,5,864,0,3,1,3,5,8,0,0,Detchd,1974.0,1,2.0,528.0,3,3,3,0,0,2,5,2007,WD ,0.0,1.0
1099,144000,20,RL,75.0,9525,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,1099.0,1099.0,GasA,5,Y,5,1099,0,3,1,4,6,8,0,0,Attchd,1999.0,1,1.0,352.0,3,3,3,278,0,0,6,2008,WD ,0.0,1.5
1143,176400,120,FV,34.0,3628,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,1143.0,1143.0,GasA,5,Y,5,1143,0,1,1,4,5,8,1,4,Attchd,2004.0,2,2.0,588.0,3,3,3,0,191,0,5,2006,WD ,0.0,1.5
1411,130000,20,RL,70.0,12198,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,3,3,780.0,1,424.0,1204.0,GasA,3,Y,5,1411,0,3,1,3,7,8,1,3,Attchd,1955.0,2,1.0,310.0,3,3,3,278,82,0,6,2007,COD,0.0,1.0
882,97000,20,RM,70.0,12702,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,GasA,4,Y,4,882,0,2,1,3,4,8,0,0,Detchd,1956.0,1,1.0,308.0,3,3,3,0,45,0,12,2008,WD ,0.0,1.0
987,83000,160,RM,21.0,1953,Pave,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,1,4,309.0,1,174.0,483.0,GasA,3,Y,5,483,504,2,1,3,5,8,0,0,Detchd,1973.0,1,1.0,264.0,3,3,3,72,0,0,6,2006,WD ,0.0,1.5
912,142000,20,RL,65.0,6768,Pave,3,Lvl,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,2,6,832.0,1,80.0,912.0,GasA,4,Y,5,912,0,3,1,4,5,8,0,0,Detchd,1962.0,1,1.0,288.0,3,3,3,168,0,4,5,2008,WD ,1.5,1.0
1343,154900,50,RL,54.0,7681,Pave,3,Lvl,4,FR2,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,731.0,731.0,GasA,5,Y,5,820,523,3,1,3,7,8,1,4,Detchd,1921.0,1,1.0,186.0,2,3,3,192,0,0,7,2009,WD ,0.0,1.5
1728,145000,90,RL,72.0,11072,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,1728.0,1728.0,GasA,3,Y,5,1728,0,6,2,3,10,8,0,0,Detchd,1987.0,1,2.0,576.0,3,3,3,0,0,0,11,2008,WD ,0.0,2.0
1045,123900,160,RM,24.0,1782,Pave,4,Lvl,4,Inside,3,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,3,1,6,330.0,1,186.0,516.0,GasA,4,Y,5,529,516,2,1,3,5,8,1,3,Detchd,1980.0,1,2.0,462.0,3,3,3,180,0,3,12,2007,WD ,0.0,1.0
2088,250000,60,RL,74.0,8899,Pave,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,5,3,PConc,4,3,3,6,40.0,1,908.0,948.0,GasA,5,Y,5,948,1140,4,1,4,10,8,1,4,BuiltIn,2007.0,3,3.0,656.0,3,3,3,100,24,0,6,2008,WD ,0.0,2.5
1050,143000,20,RL,69.0,8510,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,3,3,CBlock,4,3,1,5,500.0,1,543.0,1043.0,GasA,5,Y,5,1050,0,3,1,3,6,8,0,0,Attchd,1971.0,1,1.0,336.0,3,3,3,0,0,0,7,2009,WD ,1.0,1.5
2075,255000,60,RL,78.0,10530,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,1,6,819.0,1,329.0,1148.0,GasA,5,Y,5,1091,984,3,1,4,8,8,1,4,Attchd,1993.0,1,2.0,473.0,3,3,3,235,86,0,8,2007,WD ,1.0,2.5
960,131750,20,RL,64.0,6400,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,3,3,77.0,5,52.0,960.0,GasA,5,Y,5,960,0,2,1,2,4,8,0,0,Detchd,1959.0,1,1.0,392.0,3,3,3,144,0,0,12,2007,WD ,1.0,1.0
999,132500,20,RL,63.0,7758,Pave,3,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3,3,1,5,588.0,1,411.0,999.0,GasA,4,Y,5,999,0,3,1,4,6,8,0,0,Detchd,1963.0,1,1.0,264.0,3,3,3,0,132,0,3,2007,WD ,1.0,1.0
1260,181900,20,RL,75.0,10825,Pave,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,4,3,CBlock,4,3,2,6,747.0,1,513.0,1260.0,GasA,3,Y,5,1260,0,3,1,3,6,8,0,0,Attchd,1983.0,1,2.0,598.0,3,3,3,152,0,0,7,2008,WD ,1.0,2.0
1884,387000,20,RL,53.0,15401,Pave,3,HLS,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,5,3,PConc,5,3,4,6,1337.0,1,547.0,1884.0,GasA,5,Y,5,1884,0,2,1,5,7,8,1,4,Attchd,2004.0,3,3.0,670.0,3,3,3,214,76,0,9,2008,WD ,1.0,2.0
2295,268000,60,RL,81.0,13346,Pave,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,367.0,1095.0,GasA,5,Y,5,1166,1129,4,1,4,9,8,1,3,Attchd,1992.0,2,2.0,590.0,3,3,3,0,40,0,7,2006,WD ,1.0,2.5
2358,122000,70,RM,50.0,5250,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,2,1,2,259.0,1,425.0,684.0,OthW,2,N,5,938,1215,4,1,3,8,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,54,0,12,2008,WD ,0.0,2.0
1344,97000,160,RM,21.0,1533,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,546.0,546.0,GasA,3,Y,5,798,546,3,1,3,6,8,1,3,None,0.0,0,0.0,0.0,0,0,3,0,0,0,5,2009,WD ,0.0,1.5
2183,229000,50,RL,77.0,13837,Pave,3,Lvl,4,Corner,3,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,0.0,1204.0,GasA,4,Y,5,1377,806,4,1,4,9,8,0,0,Attchd,1988.0,1,3.0,786.0,3,3,3,0,0,0,2,2006,WD ,0.0,2.5
2450,340000,60,RL,86.0,16545,Pave,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731.0,4,3,PConc,4,3,2,6,781.0,1,503.0,1284.0,GasA,5,Y,5,1310,1140,3,1,4,7,8,1,3,Attchd,1998.0,3,3.0,1069.0,3,3,3,0,126,0,5,2009,WD ,1.0,2.5
1656,135000,50,RL,60.0,10410,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,660.0,660.0,GasA,5,Y,5,808,704,3,1,3,8,6,0,0,Detchd,1916.0,1,1.0,180.0,2,2,1,0,0,3,8,2009,WD ,0.0,2.5
1352,149000,60,RL,60.0,10800,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,676.0,676.0,GasA,5,Y,5,676,676,4,1,4,7,8,0,0,Detchd,1939.0,1,2.0,720.0,3,3,3,187,0,0,8,2009,WD ,0.5,2.0
1803,285000,20,RL,76.0,9892,Pave,4,Lvl,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,4,6,1341.0,2,54.0,1679.0,GasA,5,Y,5,1803,0,3,1,4,6,8,2,3,Attchd,1994.0,1,2.0,482.0,3,3,3,129,64,2,2,2010,WD ,1.5,2.5
1342,234250,120,RL,48.0,6240,Pave,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,846.0,1,496.0,1342.0,GasA,5,Y,5,1342,0,2,1,4,6,8,1,4,Attchd,2007.0,3,2.0,550.0,3,3,3,0,35,0,6,2008,WD ,1.0,2.0
1654,119500,90,RM,68.0,8927,Pave,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,5,1286,368,4,2,3,10,8,0,0,Attchd,1977.0,2,2.0,528.0,3,3,3,0,0,0,8,2006,WD ,0.0,2.0
900,123000,85,RL,68.0,7838,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,769.0,1,95.0,864.0,GasA,3,Y,5,900,0,3,1,3,6,8,1,1,Attchd,1967.0,2,1.0,288.0,3,3,3,175,144,1,12,2006,WD ,1.0,1.0
1510,149000,70,RL,69.0,4899,Pave,4,HLS,4,Corner,3,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,305.0,1,450.0,755.0,GasA,5,Y,5,755,755,3,1,3,6,8,0,0,Detchd,1920.0,1,1.0,216.0,3,3,3,0,0,0,6,2006,WD ,0.0,1.0
1832,136000,90,RL,72.0,10773,Pave,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,2,2,CBlock,3,3,1,5,704.0,1,1128.0,1832.0,GasA,3,N,5,1832,0,4,2,3,8,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,58,0,5,2010,WD ,2.0,2.0
1288,119000,70,RM,60.0,3600,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,624.0,624.0,GasA,5,Y,5,664,624,3,1,5,5,8,1,4,Attchd,1917.0,1,1.0,280.0,3,3,1,0,103,0,5,2009,WD ,1.0,1.0
1210,124000,50,RM,50.0,5000,Pave,4,Lvl,4,Inside,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,600.0,1,72.0,672.0,GasA,5,Y,5,832,378,3,1,4,6,8,0,0,Detchd,1941.0,1,1.0,240.0,3,3,2,0,0,0,5,2008,WD ,0.0,1.0
1077,118000,190,RL,50.0,7420,Pave,4,Lvl,4,Corner,3,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,6,851.0,1,140.0,991.0,GasA,5,Y,5,1077,0,2,2,3,5,8,2,3,Attchd,1939.0,2,1.0,205.0,4,3,3,0,4,0,1,2008,WD ,1.0,1.0
2646,260000,80,RL,100.0,14330,Pave,3,Low,4,Corner,3,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,4,2,CBlock,4,3,4,5,1023.0,4,228.0,1748.0,GasA,4,Y,5,2151,495,3,1,4,9,5,4,3,Attchd,1974.0,2,2.0,550.0,3,3,3,641,100,4,1,2006,WD ,2.0,2.0
1336,157000,190,RL,90.0,15750,Pave,4,Lvl,4,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841.0,1,324.0,1165.0,GasA,3,Y,5,1336,0,2,1,3,5,8,2,4,Attchd,1953.0,1,1.0,375.0,3,3,3,0,0,0,6,2006,WD ,1.0,1.0
2417,260000,60,RL,121.0,16059,Pave,4,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0.0,1,1288.0,1288.0,GasA,5,Y,5,1301,1116,4,1,4,9,8,1,3,Attchd,1991.0,1,2.0,462.0,3,3,3,127,82,0,4,2006,WD ,0.0,2.5
1216,164000,120,RM,32.0,4500,Pave,4,Lvl,4,FR2,3,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5,3,1,6,897.0,1,319.0,1216.0,GasA,5,Y,5,1216,0,2,1,3,5,8,0,0,Attchd,1998.0,1,2.0,402.0,3,3,3,0,125,0,5,2006,WD ,1.0,2.0
1453,187500,20,RL,92.0,10573,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,3,1312.0,1,141.0,1453.0,GasA,5,Y,5,1453,0,3,1,3,6,8,1,3,Attchd,1961.0,2,2.0,530.0,3,3,3,0,49,4,4,2009,WD ,1.0,2.0
2202,263000,60,RL,88.0,11762,Pave,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,3,PConc,5,3,1,6,335.0,1,770.0,1105.0,GasA,5,Y,5,1105,1097,4,1,4,9,8,1,3,Attchd,1992.0,2,2.0,517.0,3,3,3,0,65,0,9,2007,WD ,1.0,2.5
612,45000,30,RM,50.0,5925,Pave,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0,0.0,0.0,GasA,2,N,4,612,0,1,1,3,4,8,0,0,Detchd,1965.0,1,1.0,308.0,3,2,1,0,0,0,10,2009,WD ,0.0,1.0
1200,173000,85,RL,150.0,14137,Pave,4,Lvl,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,4,3,3,5,865.0,2,88.0,1200.0,GasA,4,Y,5,1200,0,3,1,3,6,8,0,0,2Types,1964.0,3,3.0,850.0,3,3,3,0,119,0,11,2008,ConLD,1.0,1.0
